abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	hp	japanese_name	name	pokedex_number	sp_attack	sp_defense	speed	type1	generation	is_legendary
['Justified']	0.5	0.5	1	1	2	2	0.5	1	1	2	2	1	0.5	0.5	2	0.5	2	2	129	20480	35	580	3	Cavern Pokmon	90	1250000	91	Terrakion?e???L?I??	Terrakion	639	72	90	108	rock	5	1
['Justified']	1	0.5	1	0.5	2	1	2	4	1	0.5	0.5	2	1	2	2	0.5	1	0.5	90	20480	35	580	3	Grassland Pokmon	72	1250000	91	Virizion?r???W?I??	Virizion	640	90	129	108	grass	5	1
"['Prankster', 'Defiant', 'Regenerator']"	0.5	1	1	2	1	0.5	1	1	1	0.5	0	2	1	1	1	2	1	1	100	30720	90	580	3	Cyclone Pokmon	80	1250000	79	Tornelos (keshin Forme)?g???l???X	Tornadus	641	110	90	121	flying	5	1
"['Prankster', 'Defiant', 'Volt Absorb']"	0.5	1	1	1	1	0.5	1	0.5	1	0.5	0	2	1	1	1	2	0.5	1	105	30720	90	580	3	Bolt Strike Pokmon	70	1250000	79	Voltolos (keshin Forme)?{???g???X	Thundurus	642	145	80	101	electric	5	1
['Turboblaze']	0.5	1	2	0.5	1	1	0.25	1	1	0.25	2	1	1	1	1	2	0.5	1	120	30720	0	680	3	Vast White Pokmon	100	1250000	100	Reshiram???V????	Reshiram	643	150	120	90	dragon	5	1
['Teravolt']	1	1	2	0.25	2	1	0.5	0.5	1	0.5	2	2	1	1	1	1	0.5	0.5	150	30720	0	680	3	Deep Black Pokmon	120	1250000	100	Zekrom?[?N????	Zekrom	644	120	100	90	dragon	5	1
"['Sand Force', 'Sheer Force', 'Intimidate']"	0.5	1	1	0	1	0.5	1	1	1	1	0	4	1	0.5	1	1	1	2	145	30720	90	600	3	Abundance Pokmon	90	1250000	89	Landlos (keshin Forme)?????h???X	Landorus	645	105	80	91	ground	5	1
"['Pressure', 'Teravolt', 'Turboblaze']"	1	1	2	0.5	2	2	1	1	1	0.5	1	1	1	1	1	2	2	0.5	120	30720	0	700	3	Boundary Pokmon	90	1250000	125	Kyurem?L??????	Kyurem	646	170	100	95	dragon	5	1
['Justified']	0.5	0.5	1	2	2	1	0.5	2	1	2	1	0.5	1	1	2	0.5	0.5	0.5	72	20480	35	580	3	Colt Pokmon	90	1250000	91	Keldeo (itsumo No Sugata)?P???f?B?I	Keldeo	647	129	90	108	water	5	1
['Serene Grace']	2	2	1	1	1	1	1	1	0	1	1	1	1	1	0.5	1	1	1	128	30720	100	600	3	Melody Pokmon	90	1250000	100	Meloetta (step Forme)?????G?b?^	Meloetta	648	77	77	128	normal	5	1
['Download']	0.5	1	0.5	1	0.5	1	4	1	1	0.25	1	0.5	0.5	0	0.5	1	0.5	1	120	30720	0	600	3	Paleozoic Pokmon	95	1250000	71	Genesect?Q?m?Z?N?g	Genesect	649	120	95	99	bug	5	1
"['Overgrow', 'Bulletproof']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	61	5120	70	313	45	Spiky Nut Pokmon	65	1059860	56	Harimaron?n???}????	Chespin	650	48	45	38	grass	6	0
"['Overgrow', 'Bulletproof']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	78	5120	70	405	45	Spiny Armor Pokmon	95	1059860	61	Hariborg?n???{?[?O	Quilladin	651	56	58	57	grass	6	0
"['Overgrow', 'Bulletproof']"	1	0.5	1	0.5	2	1	2	4	1	0.5	0.5	2	1	2	2	0.5	1	0.5	107	5120	70	530	45	Spiny Armor Pokmon	122	1059860	88	Brigarron?u???K????	Chesnaught	652	74	75	64	grass	6	0
"['Blaze', 'Magician']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	45	5120	70	307	45	Fox Pokmon	40	1059860	40	Fokko?t?H?b?R	Fennekin	653	62	60	60	fire	6	0
"['Blaze', 'Magician']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	59	5120	70	409	45	Fox Pokmon	58	1059860	59	Tairenar?e?[???i?[	Braixen	654	90	70	73	fire	6	0
"['Blaze', 'Magician']"	1	2	1	1	0.5	0.5	0.5	1	2	0.5	2	0.5	1	1	0.5	2	0.5	2	69	5120	70	534	45	Fox Pokmon	72	1059860	75	Mahoxy?}?t?H?N?V?[	Delphox	655	114	100	104	fire	6	0
"['Torrent', 'Protean']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	56	5120	70	314	45	Bubble Frog Pokmon	40	1059860	41	Keromatsu?P???}?c	Froakie	656	62	44	71	water	6	0
"['Torrent', 'Protean']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	63	5120	70	405	45	Bubble Frog Pokmon	52	1059860	54	Gekogashira?Q?R?K?V??	Frogadier	657	83	56	97	water	6	0
"['Torrent', 'Protean', 'Battle Bond']"	2	0.5	1	2	2	2	0.5	1	0.5	2	1	0.5	1	1	0	1	0.5	0.5	145	5120	70	640	45	Ninja Pokmon	67	1059860	72	Gekkouga?Q?b?R?E?K	Greninja	658	153	71	132	water	6	0
"['Pickup', 'Cheek Pouch', 'Huge Power']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	36	3840	70	237	255	Digging Pokmon	38	1000000	38	Horubee?z???r?[	Bunnelby	659	32	36	57	normal	6	0
"['Pickup', 'Cheek Pouch', 'Huge Power']"	1	1	1	0	1	2	1	1	0	2	1	2	1	0.5	1	0.5	1	2	56	3840	70	423	127	Digging Pokmon	77	1000000	85	Horudo?z???[?h	Diggersby	660	50	77	78	normal	6	0
"['Big Pecks', 'Gale Wings']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	50	3840	70	278	255	Tiny Robin Pokmon	43	1059860	45	Yayakoma?????R?}	Fletchling	661	40	38	62	normal	6	0
"['Flame Body', 'Gale Wings']"	0.25	1	1	2	0.5	0.5	0.5	1	1	0.25	0	1	1	1	1	4	0.5	2	73	3840	70	382	120	Ember Pokmon	55	1059860	62	Hinoyakoma?q?m???R?}	Fletchinder	662	56	52	84	fire	6	0
"['Flame Body', 'Gale Wings']"	0.25	1	1	2	0.5	0.5	0.5	1	1	0.25	0	1	1	1	1	4	0.5	2	81	3840	70	499	45	Scorching Pokmon	71	1059860	78	Fiarrow?t?@?C?A???[	Talonflame	663	74	69	126	fire	6	0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	35	3840	70	200	255	Scatterdust Pokmon	40	1000000	38	Kofukimushi?R?t?L???V	Scatterbug	664	27	25	35	bug	6	0
"['Shed Skin', 'Friend Guard']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	22	3840	70	213	120	Scatterdust Pokmon	60	1000000	45	Kofuurai?R?t?[???C	Spewpa	665	27	30	29	bug	6	0
"['Shield Dust', 'Compoundeyes', 'Friend Guard']"	0.5	1	1	2	1	0.25	2	2	1	0.25	0	2	1	1	1	4	1	1	52	3840	70	411	45	Scale Pokmon	50	1000000	80	Viviyon?r?r????	Vivillon	666	90	50	89	bug	6	0
"['Rivalry', 'Unnerve', 'Moxie']"	0.5	1	1	1	0.5	2	0.5	1	0	0.5	2	0.5	1	1	1	2	0.5	2	50	5120	70	369	220	Lion Cub Pokmon	58	1059860	62	Shishiko?V?V?R	Litleo	667	73	54	72	fire	6	0
"['Rivalry', 'Unnerve', 'Moxie']"	0.5	1	1	1	0.5	2	0.5	1	0	0.5	2	0.5	1	1	1	2	0.5	2	68	5120	70	507	65	Royal Pokmon	72	1059860	86	Kaenjishi?J?G???W?V	Pyroar	668	109	66	106	fire	6	0
"['Flower Veil', 'Symbiosis']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	38	5120	70	303	225	Single Bloom Pokmon	39	1000000	44	Flabebe?t???x?x	Flabb	669	61	79	42	fairy	6	0
"['Flower Veil', 'Symbiosis']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	65	5120	70	551	120	Fairy Pokmon	67	1000000	74	Floette?t???G?b?e	Floette	670	125	128	92	fairy	6	0
"['Flower Veil', 'Symbiosis']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	65	5120	70	552	45	Garden Pokmon	68	1000000	78	Florges?t???[?W?F?X	Florges	671	112	154	75	fairy	6	0
"['Sap Sipper', 'Grass Pelt']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	65	5120	70	350	200	Mount Pokmon	48	1000000	66	Meecle???F?[?N??	Skiddo	672	62	57	52	grass	6	0
"['Sap Sipper', 'Grass Pelt']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	100	5120	70	531	45	Mount Pokmon	62	1000000	123	Gogoat?S?[?S?[?g	Gogoat	673	97	81	68	grass	6	0
"['Iron Fist', 'Mold Breaker', 'Scrappy']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	82	6400	70	348	220	Playful Pokmon	62	1000000	67	Yancham?????`????	Pancham	674	46	48	43	fighting	6	0
"['Iron Fist', 'Mold Breaker', 'Scrappy']"	1	0.25	1	1	4	2	1	2	0.5	1	1	1	1	1	0	0.5	1	1	124	6400	70	495	65	Daunting Pokmon	78	1000000	95	Goronda?S?????_	Pangoro	675	69	71	58	fighting	6	0
['Fur Coat']	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	80	5120	70	472	160	Poodle Pokmon	60	1000000	75	Trimmien?g???~?A??	Furfrou	676	65	90	102	normal	6	0
"['Keen Eye', 'Infiltrator', 'Own Tempo']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	48	5120	70	355	190	Restraint Pokmon	54	1000000	62	Nyasper?j???X?p?[	Espurr	677	63	60	68	psychic	6	0
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	48	5120	70	466	75	Constraint Pokmon	76	1000000	74	Nyaonix?j???I?j?N?X	Meowstic	678	83	81	104	psychic	6	0
['No Guard']	0.25	2	0.5	1	0.5	0	2	0.5	2	0.5	2	0.5	0	0	0.5	0.5	0.5	1	80	5120	70	325	180	Sword Pokmon	100	1000000	45	Hitotsuki?q?g?c?L	Honedge	679	35	37	28	steel	6	0
['No Guard']	0.25	2	0.5	1	0.5	0	2	0.5	2	0.5	2	0.5	0	0	0.5	0.5	0.5	1	110	5120	70	448	90	Sword Pokmon	150	1000000	59	Nidangill?j?_???M??	Doublade	680	45	49	35	steel	6	0
['Stance Change']	0.25	2	0.5	1	0.5	0	2	0.5	2	0.5	2	0.5	0	0	0.5	0.5	0.5	1	150	5120	70	520	45	Royal Sword Pokmon	50	1000000	60	Gillgard?M???K???h	Aegislash	681	150	50	60	steel	6	0
"['Healer', 'Aroma Veil']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	52	5120	70	341	200	Perfume Pokmon	60	1000000	78	Shushupu?V???V???v	Spritzee	682	63	65	23	fairy	6	0
"['Healer', 'Aroma Veil']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	72	5120	70	462	140	Fragrance Pokmon	72	1000000	101	Frefuwan?t???t????	Aromatisse	683	99	89	29	fairy	6	0
"['Sweet Veil', 'Unburden']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	48	5120	70	341	200	Cotton Candy Pokmon	66	1000000	62	Peroppafu?y???b?p?t	Swirlix	684	59	57	49	fairy	6	0
"['Sweet Veil', 'Unburden']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	80	5120	70	480	140	Meringue Pokmon	86	1000000	82	Peroream?y?????[??	Slurpuff	685	85	75	72	fairy	6	0
"['Contrary', 'Suction Cups', 'Infiltrator']"	4	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	54	5120	70	288	190	Revolving Pokmon	53	1000000	53	Maaiika?}?[?C?[?J	Inkay	686	37	46	45	dark	6	0
"['Contrary', 'Suction Cups', 'Infiltrator']"	4	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	92	5120	70	482	80	Overturning Pokmon	88	1000000	86	Calamanero?J???}?l??	Malamar	687	68	75	73	dark	6	0
"['Tough Claws', 'Sniper', 'Pickpocket']"	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	52	5120	70	306	120	Two-Handed Pokmon	67	1000000	42	Kametete?J???e?e	Binacle	688	39	56	50	rock	6	0
"['Tough Claws', 'Sniper', 'Pickpocket']"	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	105	5120	70	500	45	Collective Pokmon	115	1000000	72	Gamenodes?K???m?f?X	Barbaracle	689	54	86	68	rock	6	0
"['Poison Point', 'Poison Touch', 'Adaptability']"	0.5	1	1	2	0.5	0.5	0.5	1	1	1	2	0.5	1	0.5	2	1	0.5	0.5	60	5120	70	320	225	Mock Kelp Pokmon	60	1000000	50	Kuzumo?N?Y???[	Skrelp	690	60	60	30	poison	6	0
"['Poison Point', 'Poison Touch', 'Adaptability']"	0.5	1	2	0.5	1	0.5	0.5	1	1	0.25	2	2	1	0.5	2	1	1	0.5	75	5120	70	494	55	Mock Kelp Pokmon	90	1000000	65	Dramidoro?h???~?h??	Dragalge	691	97	123	44	poison	6	0
['Mega Launcher']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	53	3840	70	330	225	Water Gun Pokmon	62	1250000	50	Udeppou?E?f?b?|?E	Clauncher	692	58	63	44	water	6	0
['Mega Launcher']	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	73	3840	70	500	55	Howitzer Pokmon	88	1250000	71	Bloster?u???X?^?[	Clawitzer	693	120	89	59	water	6	0
"['Dry Skin', 'Sand Veil', 'Solar Power']"	1	1	1	0.5	1	2	1	0.5	0	1	2	1	1	1	1	1	0.5	1	38	5120	70	289	190	Generator Pokmon	33	1000000	44	Erikiteru?G???L?e??	Helioptile	694	61	43	70	electric	6	0
"['Dry Skin', 'Sand Veil', 'Solar Power']"	1	1	1	0.5	1	2	1	0.5	0	1	2	1	1	1	1	1	0.5	1	55	5120	70	481	75	Generator Pokmon	52	1000000	62	Elezard?G???U?[?h	Heliolisk	695	109	94	109	electric	6	0
"['Strong Jaw', 'Sturdy']"	1	1	2	0.5	2	2	0.25	0.5	1	1	2	2	0.5	0.5	1	1	2	1	89	7680	70	362	45	Royal Heir Pokmon	77	1000000	58	Chigoras?`?S???X	Tyrunt	696	45	45	48	rock	6	0
"['Strong Jaw', 'Rock Head']"	1	1	2	0.5	2	2	0.25	0.5	1	1	2	2	0.5	0.5	1	1	2	1	121	7680	70	521	45	Despot Pokmon	119	1000000	82	Gachigoras?K?`?S???X	Tyrantrum	697	69	59	71	rock	6	0
"['Refrigerate', 'Snow Warning']"	1	1	1	1	1	4	1	0.5	1	2	2	0.5	0.5	0.5	1	2	4	2	59	7680	70	362	45	Tundra Pokmon	50	1000000	77	Amarus?A?}???X	Amaura	698	67	63	46	rock	6	0
"['Refrigerate', 'Snow Warning']"	1	1	1	1	1	4	1	0.5	1	2	2	0.5	0.5	0.5	1	2	4	2	77	7680	70	521	45	Tundra Pokmon	72	1000000	123	Amaruruga?A?}?????K	Aurorus	699	99	92	58	rock	6	0
"['Cute Charm', 'Pixilate']"	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	65	8960	70	525	45	Intertwining Pokmon	65	1000000	95	Nymphia?j???t?B?A	Sylveon	700	110	130	60	fairy	6	0
"['Limber', 'Unburden', 'Mold Breaker']"	0.25	0.5	1	2	2	0.5	1	2	1	0.5	0	2	1	1	2	1	1	1	92	5120	70	500	100	Wrestling Pokmon	75	1000000	78	Luchabull???`???u??	Hawlucha	701	74	63	118	fighting	6	0
"['Cheek Pouch', 'Pickup', 'Plus']"	0.5	0.5	0	0.5	1	0.5	1	0.5	1	1	2	1	1	2	1	1	1	1	58	5120	70	431	180	Antenna Pokmon	57	1000000	67	Dedenne?f?f???l	Dedenne	702	81	67	101	electric	6	0
"['Clear Body', 'Sturdy']"	0.5	0.5	0	1	1	1	0.5	0.5	1	2	2	1	0.5	1	1	1	4	2	50	6400	70	500	60	Jewel Pokmon	150	1250000	50	Melecie?????V?[	Carbink	703	50	150	50	rock	6	0
"['Sap Sipper', 'Hydration', 'Gooey']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	50	10240	35	300	45	Soft Tissue Pokmon	35	1250000	45	Numera?k????	Goomy	704	55	75	40	dragon	6	0
"['Sap Sipper', 'Hydration', 'Gooey']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	75	10240	35	452	45	Soft Tissue Pokmon	53	1250000	68	Numeil?k???C??	Sliggoo	705	83	113	60	dragon	6	0
"['Sap Sipper', 'Hydration', 'Gooey']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	100	10240	35	600	45	Dragon Pokmon	70	1250000	90	Numelgon?k?????S??	Goodra	706	110	150	80	dragon	6	0
"['Prankster', 'Magician']"	0.25	0.5	0	1	0.5	1	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	1	1	80	5120	70	470	75	Key Ring Pokmon	91	800000	57	Cleffy?N???b?t?B	Klefki	707	80	87	75	steel	6	0
"['Natural Cure', 'Frisk', 'Harvest']"	1	2	1	0.5	1	0	2	2	2	0.5	0.5	2	0	1	1	1	1	0.5	70	5120	70	309	120	Stump Pokmon	48	1000000	43	Bokurei?{?N???[	Phantump	708	50	60	38	ghost	6	0
"['Natural Cure', 'Frisk', 'Harvest']"	1	2	1	0.5	1	0	2	2	2	0.5	0.5	2	0	1	1	1	1	0.5	110	5120	70	474	60	Elder Tree Pokmon	76	1000000	85	Ohrot?I?[???b?g	Trevenant	709	65	82	56	ghost	6	0
"['Pickup', 'Frisk', 'Insomnia']"	1	2	1	0.5	1	0	2	2	2	0.5	0.5	2	0	1	1	1	1	0.5	66	5120	70	335	120	Pumpkin Pokmon	70	1000000	59	Bakeccha?o?P?b?`??	Pumpkaboo	710	44	55	41	ghost	6	0
"['Pickup', 'Frisk', 'Insomnia']"	1	2	1	0.5	1	0	2	2	2	0.5	0.5	2	0	1	1	1	1	0.5	100	5120	70	494	60	Pumpkin Pokmon	122	1000000	85	Pumpjin?p???v?W??	Gourgeist	711	58	75	54	ghost	6	0
"['Own Tempo', 'Ice Body', 'Sturdy']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	69	5120	70	304	190	Ice Chunk Pokmon	85	1000000	55	Kachikohru?J?`?R?[??	Bergmite	712	32	35	28	ice	6	0
"['Own Tempo', 'Ice Body', 'Sturdy']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	117	5120	70	514	55	Iceberg Pokmon	184	1000000	95	Crebase?N???x?[?X	Avalugg	713	44	46	28	ice	6	0
"['Frisk', 'Infiltrator', 'Telepathy']"	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	30	5120	70	245	190	Sound Wave Pokmon	35	1000000	40	Onbat?I???o?b?g	Noibat	714	45	40	55	flying	6	0
"['Frisk', 'Infiltrator', 'Telepathy']"	0.5	1	2	1	2	0.5	0.5	1	1	0.25	0	4	1	1	1	2	1	0.5	70	5120	70	535	45	Sound Wave Pokmon	80	1000000	85	Onvern?I???o?[??	Noivern	715	97	80	123	flying	6	0
['Fairy Aura']	0.5	0.5	0	1	1	0.5	1	1	1	1	1	1	1	2	1	1	2	1	131	30720	0	680	45	Life Pokmon	95	1250000	126	Xerneas?[???l?A?X	Xerneas	716	131	98	99	fairy	6	1
['Dark Aura']	1	0.5	1	2	2	1	1	1	0.5	0.5	0	2	1	1	0	2	1	1	131	30720	0	680	45	Destruction Pokmon	95	1250000	126	Yveltal?C?x???^??	Yveltal	717	131	98	99	dark	6	1
"['Aura Break', 'Power Construct']"	1	1	2	0	2	1	0.5	1	1	1	1	4	1	0.5	1	0.5	1	1	100	30720	0	708	3	Order Pokmon	121	1250000	216	Zygarde (10% Forme)?W?K???f	Zygarde	718	91	95	85	dragon	6	1
['Clear Body']	0.5	0.5	0	1	1	1	0.5	0.5	1	2	2	1	0.5	1	1	1	4	2	160	6400	70	700	3	Jewel Pokmon	110	1250000	50	Diancie?f?B?A???V?[	Diancie	719	160	110	110	rock	6	1
['Magician']	1	4	1	1	1	0	1	1	4	1	1	1	0	0.5	0.5	1	1	1	160	30720	100	680	3	Mischief Pokmon (Confined)Djinn Pokmonn (Unbound)	60	1250000	80	Hoopa (imashimerareshi Hoopa)?t?[?p	Hoopa	720	170	130	80	psychic	6	1
['Water Absorb']	0.5	1	1	2	0.5	1	0.25	1	1	1	2	0.25	1	1	1	2	0.25	1	110	30720	100	600	3	Steam Pokmon	120	1250000	80	Volcanion?{???P?j?I??	Volcanion	721	130	90	70	fire	6	1
"['Overgrow', 'Long Reach']"	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	55	3840	70	320	45	Grass Quill Pokmon	55	1059860	68	Mokuroh???N???[	Rowlet	722	50	50	42	grass	7	0
"['Overgrow', 'Long Reach']"	1	1	1	1	1	0.5	2	2	1	0.25	0	4	1	2	1	2	1	0.5	75	3840	70	420	45	Blade Quill Pokmon	75	1059860	78	Fukuthrow?t?N?X???[	Dartrix	723	70	70	52	grass	7	0
"['Overgrow', 'Long Reach']"	1	2	1	0.5	1	0	2	2	2	0.5	0.5	2	0	1	1	1	1	0.5	107	3840	70	530	45	Arrow Quill Pokmon	75	1059860	78	Junaiper?W???i?C?p?[	Decidueye	724	100	100	70	grass	7	0
"['Blaze', 'Intimidate']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	65	3840	70	320	45	Fire Cat Pokmon	40	1059860	45	Nyabby?j???r?[	Litten	725	60	40	70	fire	7	0
"['Blaze', 'Intimidate']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	85	3840	70	420	45	Fire Cat Pokmon	50	1059860	65	Nyaheat?j???q?[?g	Torracat	726	80	50	90	fire	7	0
"['Blaze', 'Intimidate']"	1	0.5	1	1	1	2	0.5	1	0.5	0.5	2	0.5	1	1	0	2	0.5	2	115	3840	70	530	45	Heel Pokmon	90	1059860	95	Gaogaen?K?I?K?G??	Incineroar	727	80	90	60	fire	7	0
"['Torrent', 'Liquid Voice']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	54	3840	70	320	45	Sea Lion Pokmon	54	1059860	50	Ashimari?A?V?}??	Popplio	728	66	56	40	water	7	0
"['Torrent', 'Liquid Voice']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	69	3840	70	420	45	Pop Star Pokmon	69	1059860	60	Osyamari?I?V???}??	Brionne	729	91	81	50	water	7	0
"['Torrent', 'Liquid Voice']"	0.5	0.5	0	2	1	0.5	0.5	1	1	2	1	0.5	1	2	1	1	1	0.5	74	3840	70	530	45	Soloist Pokmon	74	1059860	80	Ashirene?A?V???[?k	Primarina	730	126	116	60	water	7	0
"['Keen Eye', 'Skill Link', 'Pickup']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	75	3840	70	265	255	Woodpecker Pokmon	30	1000000	35	Tsutsukera?c?c?P??	Pikipek	731	30	30	65	normal	7	0
"['Keen Eye', 'Skill Link', 'Pickup']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	85	3840	70	355	120	Bugle Beak Pokmon	50	1000000	55	Kerarappa?P?????b?p	Trumbeak	732	40	50	75	normal	7	0
"['Keen Eye', 'Skill Link', 'Sheer Force']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	120	3840	70	485	45	Cannon Pokmon	75	1000000	80	Dodekabashi?h?f?J?o?V	Toucannon	733	75	75	60	normal	7	0
"['Stakeout', 'Strong Jaw', 'Adaptability']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	70	3840	70	253	255	Loitering Pokmon	30	1000000	48	Youngoose?????O?[?X	Yungoos	734	30	30	45	normal	7	0
"['Stakeout', 'Strong Jaw', 'Adaptability']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	110	3840	70	418	127	Stakeout Pokmon	60	1000000	88	Dekagoose?f?J?O?[?X	Gumshoos	735	55	60	45	normal	7	0
['Swarm']	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	62	3840	70	300	255	Larva Pokmon	45	1000000	47	Agojimushi?A?S?W???V	Grubbin	736	55	45	46	bug	7	0
['Battery']	1	1	1	0.5	1	0.5	2	1	1	0.5	1	1	1	1	1	2	0.5	1	82	3840	70	400	120	Battery Pokmon	95	1000000	57	Dendimushi?f???a???V	Charjabug	737	55	75	36	bug	7	0
['Levitate']	1	1	1	0.5	1	0.5	2	1	1	0.5	1	1	1	1	1	2	0.5	1	70	3840	70	500	45	Stag Beetle Pokmon	90	1000000	77	Kuwagannon?N???K?m??	Vikavolt	738	145	75	43	bug	7	0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	82	5120	70	338	225	Boxing Pokmon	57	1000000	47	Makenkani?}?P???J?j	Crabrawler	739	42	47	63	fighting	7	0
"['Hyper Cutter', 'Iron Fist', 'Anger Point']"	0.5	0.5	1	1	2	2	2	2	1	1	1	0.5	1	1	2	1	2	1	132	5120	70	478	60	Woolly Crab Pokmon	77	1000000	97	Kekenkani?P?P???J?j	Crabominable	740	62	67	43	fighting	7	0
['Dancer']	0.25	1	1	2	0.5	0.5	0.5	1	1	0.25	0	1	1	1	1	4	0.5	2	70	5120	70	476	45	Dancing Pokmon	70	1000000	75	Odoridori (pachipachi Style)?I?h???h??	Oricorio	741	98	70	93	fire	7	0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']"	0.5	0.5	0	1	1	0.25	2	2	1	0.5	0.5	1	1	2	1	2	2	1	45	5120	70	304	190	Bee Fly Pokmon	40	1000000	40	Abuly?A?u???[	Cutiefly	742	55	40	84	bug	7	0
"['Honey Gather', 'Shield Dust', 'Sweet Veil']"	0.5	0.5	0	1	1	0.25	2	2	1	0.5	0.5	1	1	2	1	2	2	1	55	5120	70	464	75	Bee Fly Pokmon	60	1000000	60	Aburibbon?A?u???{??	Ribombee	743	95	70	124	bug	7	0
"['Keen Eye', 'Vital Spirit', 'Steadfast']"	1	1	1	1	1	2	0.5	0.5	1	2	2	1	0.5	0.5	1	1	2	2	65	3840	70	280	190	Puppy Pokmon	40	1000000	45	Iwanko?C?????R	Rockruff	744	30	40	60	rock	7	0
